"ID","Set","Category","Card Type","Level","Suggested Mode","Depth","Prompt","Design Treatment","Facilitator Note","Rationale"
"FD-25","First Date","First Date","Question","Level 2","First Date","Low","What is a place you would take someone to show your taste?","Blush / Cream","Suitable for early playtesting.","Grounds personality in place."
"FD-26","First Date","First Date","Question","Level 2","First Date","Medium","What is something you care about that you rarely get to explain?","Blush / Cream","Suitable for early playtesting.","Invites depth by choice."
"FD-27","First Date","First Date","Question","Level 2","First Date","Low","What is a song that would be on the soundtrack of your week?","Blush / Cream","Suitable for early playtesting.","Playful and current."
"FD-28","First Date","First Date","Question","Level 2","First Date","Low","What is a small luxury you believe in?","Blush / Cream","Suitable for early playtesting.","Reveals preferences and values."
"FD-29","First Date","First Date","Question","Level 2","First Date","Medium","What is one thing that makes you feel more like yourself?","Blush / Cream","Suitable for early playtesting.","Gentle identity prompt."
"FD-30","First Date","First Date","Question","Level 2","First Date","Medium","What is a question you wish dating apps asked?","Blush / Cream","Suitable for early playtesting.","Dating context with humor."
"FD-31","First Date","First Date","Question","Level 2","First Date","Low","What is something you are surprisingly particular about?","Blush / Cream","Suitable for early playtesting.","Small quirk prompt."
"FD-32","First Date","First Date","Question","Level 2","First Date","Medium","What is a story your friends love telling about you?","Blush / Cream","Suitable for early playtesting.","Invites personality through story."
"FD-33","First Date","First Date","Question","Level 2","First Date","Medium","What is something you hope your next chapter includes?","Blush / Cream","Suitable for early playtesting.","Future without pressure."
"FD-34","First Date","First Date","Question","Level 2","First Date","Low","What is your favorite way to celebrate something small?","Blush / Cream","Suitable for early playtesting.","Joy and rituals."
"FD-35","First Date","First Date","Question","Level 3","First Date","High","What is one value you want your life to make obvious?","Blush / Cream","Best after trust has warmed up; passing is always allowed.","Deeper but still broad."
"FD-36","First Date","First Date","Question","Level 3","First Date","Medium","What is something you are trying to make more room for?","Blush / Cream","Suitable for early playtesting.","Current priorities."
"FD-37","First Date","First Date","Question","Level 3","First Date","Medium","What does being easy to be around mean to you?","Blush / Cream","Suitable for early playtesting.","Relational preference."
"FD-38","First Date","First Date","Question","Level 3","First Date","Medium","What is a compliment that always lands for you?","Blush / Cream","Suitable for early playtesting.","Affection and recognition."
"FD-39","First Date","First Date","Question","Level 3","First Date","Medium","What is a small act of care you notice immediately?","Blush / Cream","Suitable for early playtesting.","Green flag behavior."
"FD-40","First Date","First Date","Question","Level 3","First Date","Medium","What does good chemistry feel like to you?","Blush / Cream","Suitable for early playtesting.","Dating-specific reflection."
"FD-41","First Date","First Date","Question","Level 3","First Date","Low","What is a dating rule you ignore?","Blush / Cream","Suitable for early playtesting.","Playful dating philosophy."
"FD-42","First Date","First Date","Question","Level 3","First Date","Low","What is a dating rule you secretly agree with?","Blush / Cream","Suitable for early playtesting.","Playful dating philosophy."
"FD-43","First Date","First Date","Question","Level 3","First Date","Medium","What is one thing you want someone to be curious about?","Blush / Cream","Suitable for early playtesting.","Invites being seen."
"FD-44","First Date","First Date","Question","Level 3","First Date","Low","What is one thing that makes conversation feel natural?","Blush / Cream","Suitable for early playtesting.","Useful first-date check."
"FD-45","First Date","First Date","Question","Level 3","First Date","Low","What is the best kind of laugh on a date?","Blush / Cream","Suitable for early playtesting.","Light and embodied."
"FD-46","First Date","First Date","Question","Level 3","First Date","Medium","What is a story that explains your sense of humor?","Blush / Cream","Suitable for early playtesting.","Playful self-disclosure."
"FD-47","First Date","First Date","Question","Level 3","First Date","Medium","What is a kind of kindness you never overlook?","Blush / Cream","Suitable for early playtesting.","Values in action."
"FD-48","First Date","First Date","Question","Level 3","First Date","Medium","What is one thing you hope people feel after meeting you?","Blush / Cream","Suitable for early playtesting.","Identity and impact."
"FD-49","First Date","First Date","Question","Level 3","First Date","Medium","What would make tonight feel worth remembering?","Blush / Cream","Suitable for early playtesting.","Soft closing prompt."
"FD-50","First Date","First Date","Question","Level 3","First Date","Medium","What is one question you want to ask before we leave?","Blush / Cream","Suitable for early playtesting.","Creates choice at the end."
"SD-01","Second Date","Second Date","Question","Level 1","Second Date","Medium","What felt easy about our first conversation?","Rose / Teal","Suitable for early playtesting.","Connects to prior date."
"SD-02","Second Date","Second Date","Question","Level 1","Second Date","Medium","What are you more curious about after meeting me?","Rose / Teal","Suitable for early playtesting.","Invites direct interest."
"SD-03","Second Date","Second Date","Question","Level 1","Second Date","High","What is something you usually reveal slowly?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Names pacing and trust."
"SD-04","Second Date","Second Date","Question","Level 1","Second Date","High","What does emotional availability mean to you in practice?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Deep dating alignment."
"SD-05","Second Date","Second Date","Question","Level 1","Second Date","High","What is one pattern you are trying not to repeat?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Growth-oriented."
"SD-06","Second Date","Second Date","Question","Level 1","Second Date","Medium","What helps you open up when you like someone?","Rose / Teal","Suitable for early playtesting.","Practical intimacy."
"SD-07","Second Date","Second Date","Question","Level 1","Second Date","High","What makes you pull back, even if things are going well?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Attachment-aware without labels."
"SD-08","Second Date","Second Date","Question","Level 1","Second Date","High","What is something you want to be understood for?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Core being-seen prompt."
"SD-09","Second Date","Second Date","Question","Level 1","Second Date","Medium","What kind of affection feels natural to you?","Rose / Teal","Suitable for early playtesting.","Love language without jargon."
"SD-10","Second Date","Second Date","Question","Level 1","Second Date","Medium","What kind of attention feels overwhelming?","Rose / Teal","Suitable for early playtesting.","Boundaries and pacing."
"SD-11","Second Date","Second Date","Question","Level 1","Second Date","High","What is one thing you are proud of healing?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Vulnerability with strength."
"SD-12","Second Date","Second Date","Question","Level 1","Second Date","High","What is something you are still learning in relationships?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Growth and humility."
"SD-13","Second Date","Second Date","Question","Level 1","Second Date","High","What do you need more of when life gets heavy?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Support style."
"SD-14","Second Date","Second Date","Question","Level 1","Second Date","Medium","What is a relationship green flag you learned late?","Rose / Teal","Suitable for early playtesting.","Wisdom from experience."
"SD-15","Second Date","Second Date","Question","Level 1","Second Date","High","What is a red flag you no longer negotiate with?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Boundaries."
"SD-16","Second Date","Second Date","Question","Level 1","Second Date","Medium","What does consistency look like to you?","Rose / Teal","Suitable for early playtesting.","Practical alignment."
"SD-17","Second Date","Second Date","Question","Level 1","Second Date","Medium","What makes someone feel trustworthy to you?","Rose / Teal","Suitable for early playtesting.","Trust cues."
"SD-18","Second Date","Second Date","Question","Level 2","Second Date","Medium","What is something you wish people did not assume about your dating life?","Rose / Teal","Suitable for early playtesting.","Counters assumptions."
"SD-19","Second Date","Second Date","Question","Level 2","Second Date","Medium","What is your relationship with alone time?","Rose / Teal","Suitable for early playtesting.","Compatibility insight."
"SD-20","Second Date","Second Date","Question","Level 2","Second Date","High","What is your relationship with conflict?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Important dating topic."
"SD-21","Second Date","Second Date","Question","Level 2","Second Date","High","What do you want to feel more of in your next relationship?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Desire and values."
"SD-22","Second Date","Second Date","Question","Level 2","Second Date","High","What do you want to feel less of in your next relationship?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Boundaries and contrast."
"SD-23","Second Date","Second Date","Question","Level 2","Second Date","High","What is something you are afraid people will misunderstand about you?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Tender self-disclosure."
"SD-24","Second Date","Second Date","Question","Level 2","Second Date","Medium","When do you feel most attractive, beyond appearance?","Rose / Teal","Suitable for early playtesting.","Confidence and identity."
"SD-25","Second Date","Second Date","Question","Level 2","Second Date","High","What kind of reassurance actually helps you?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Practical care."
"SD-26","Second Date","Second Date","Question","Level 2","Second Date","Medium","What is a meaningful compliment you still remember?","Rose / Teal","Suitable for early playtesting.","Affection and memory."
"SD-27","Second Date","Second Date","Question","Level 2","Second Date","High","How do you know when you are starting to care?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Emotional awareness."
"SD-28","Second Date","Second Date","Question","Level 2","Second Date","High","How do you want someone to handle your bad days?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Care instructions."
"SD-29","Second Date","Second Date","Question","Level 2","Second Date","High","What is something dating has taught you about yourself?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Self-insight."
"SD-30","Second Date","Second Date","Question","Level 2","Second Date","Medium","What does effort look like without feeling performative?","Rose / Teal","Suitable for early playtesting.","Dating behavior alignment."
"SD-31","Second Date","Second Date","Question","Level 2","Second Date","Medium","What is something you want to build slowly?","Rose / Teal","Suitable for early playtesting.","Pacing and intention."
"SD-32","Second Date","Second Date","Question","Level 2","Second Date","Medium","What is a promise you make to yourself when dating?","Rose / Teal","Suitable for early playtesting.","Self-respect."
"SD-33","Second Date","Second Date","Question","Level 2","Second Date","High","What is something you are done pretending is fine?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Honest relationship talk."
"SD-34","Second Date","Second Date","Question","Level 2","Second Date","High","What kind of future do you think about quietly?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Future orientation."
"SD-35","Second Date","Second Date","Question","Level 3","Second Date","High","What do you want your love life to protect in you?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Deep values."
"SD-36","Second Date","Second Date","Question","Level 3","Second Date","Medium","What is one thing you are not ready to rush?","Rose / Teal","Suitable for early playtesting.","Pacing."
"SD-37","Second Date","Second Date","Question","Level 3","Second Date","High","What is one thing you do not want to keep vague forever?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Clarity."
"SD-38","Second Date","Second Date","Question","Level 3","Second Date","High","What should someone know before getting close to you?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Consent and self-knowledge."
"SD-39","Second Date","Second Date","Question","Level 3","Second Date","High","What is something you find hard to ask for directly?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Needs and vulnerability."
"SD-40","Second Date","Second Date","Question","Level 3","Second Date","Medium","What kind of honesty feels caring to you?","Rose / Teal","Suitable for early playtesting.","Communication style."
"SD-41","Second Date","Second Date","Question","Level 3","Second Date","Medium","What is one quality you are trying to practice more?","Rose / Teal","Suitable for early playtesting.","Growth."
"SD-42","Second Date","Second Date","Question","Level 3","Second Date","Medium","What is one thing you admire in how I show up so far?","Rose / Teal","Suitable for early playtesting.","Direct appreciation."
"SD-43","Second Date","Second Date","Question","Level 3","Second Date","High","What do you want to ask but are editing yourself around?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Encourages honesty."
"SD-44","Second Date","Second Date","Question","Level 3","Second Date","Medium","What would make this feel less like performing?","Rose / Teal","Suitable for early playtesting.","Authenticity."
"SD-45","Second Date","Second Date","Question","Level 3","Second Date","High","What would make this feel more real?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Depth and clarity."
"SD-46","Second Date","Second Date","Question","Level 3","Second Date","High","What is one story that explains how you love people?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Powerful narrative."
"SD-47","Second Date","Second Date","Question","Level 3","Second Date","High","What do you hope someone notices when they pay attention?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Being seen."
"SD-48","Second Date","Second Date","Question","Level 3","Second Date","High","What is one thing you want to be careful with between us?","Rose / Teal","Best after trust has warmed up; passing is always allowed.","Tender pacing."
"SD-49","Second Date","Second Date","Question","Level 3","Second Date","Medium","What would make a third date feel exciting instead of automatic?","Rose / Teal","Suitable for early playtesting.","Forward momentum."
"SD-50","Second Date","Second Date","Question","Level 3","Second Date","Medium","What should we talk about next time if there is a next time?","Rose / Teal","Suitable for early playtesting.","Closing and continuity."
"TD-01","Third Date","Third Date","Question","Level 1","Third Date","High","What are you hoping this could become, honestly?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Direct relationship clarity."
"TD-02","Third Date","Third Date","Question","Level 1","Third Date","High","What pace feels right to you from here?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Consent and pacing."
"TD-03","Third Date","Third Date","Question","Level 1","Third Date","High","What would make you feel chosen without feeling rushed?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Security and autonomy."
"TD-04","Third Date","Third Date","Question","Level 1","Third Date","High","What do you need to know before you invest emotionally?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Intentional dating."
"TD-05","Third Date","Third Date","Question","Level 1","Third Date","High","What does commitment mean before labels enter the room?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Defines values."
"TD-06","Third Date","Third Date","Question","Level 1","Third Date","High","What are you still unsure about, if anything?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Allows honesty."
"TD-07","Third Date","Third Date","Question","Level 1","Third Date","Medium","What feels promising between us?","Deep Coral / Charcoal","Suitable for early playtesting.","Names potential."
"TD-08","Third Date","Third Date","Question","Level 1","Third Date","Medium","What feels unknown between us?","Deep Coral / Charcoal","Suitable for early playtesting.","Names uncertainty."
"TD-09","Third Date","Third Date","Question","Level 1","Third Date","High","What kind of communication would help this grow well?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Practical alignment."
"TD-10","Third Date","Third Date","Question","Level 1","Third Date","High","What does respect look like when we disagree?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Conflict foundation."
"TD-11","Third Date","Third Date","Question","Level 1","Third Date","High","What is a relationship need you used to minimize?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Growth and self-respect."
"TD-12","Third Date","Third Date","Question","Level 1","Third Date","High","What is a need you are learning to name sooner?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Healthy honesty."
"TD-13","Third Date","Third Date","Question","Level 1","Third Date","High","What is something you will not abandon yourself for again?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Boundaries."
"TD-14","Third Date","Third Date","Question","Level 1","Third Date","High","What does emotional safety look like with someone you are dating?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Core relationship topic."
"TD-15","Third Date","Third Date","Question","Level 1","Third Date","High","What is a boundary that helps you stay open?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Boundaries as care."
"TD-16","Third Date","Third Date","Question","Level 1","Third Date","Medium","What would make dating you easier to understand?","Deep Coral / Charcoal","Suitable for early playtesting.","Self-awareness."
"TD-17","Third Date","Third Date","Question","Level 1","Third Date","Medium","What would make dating me easier to understand?","Deep Coral / Charcoal","Suitable for early playtesting.","Direct curiosity."
"TD-18","Third Date","Third Date","Question","Level 2","Third Date","High","How do you want us to handle mixed signals?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Clarity and respect."
"TD-19","Third Date","Third Date","Question","Level 2","Third Date","High","What does exclusivity mean to you emotionally, not just technically?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Honest relationship talk."
"TD-20","Third Date","Third Date","Question","Level 2","Third Date","High","What do you want to keep spacious, even if this gets closer?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Autonomy and intimacy."
"TD-21","Third Date","Third Date","Question","Level 2","Third Date","High","What should never feel like a guessing game?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Communication clarity."
"TD-22","Third Date","Third Date","Question","Level 2","Third Date","High","What does repair look like after a misunderstanding?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Conflict repair."
"TD-23","Third Date","Third Date","Question","Level 2","Third Date","High","What would help you bring up something difficult?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Safety and skill."
"TD-24","Third Date","Third Date","Question","Level 2","Third Date","High","What is one way you protect yourself that can confuse people?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Attachment behavior with agency."
"TD-25","Third Date","Third Date","Question","Level 2","Third Date","Medium","What is one way you show care that people sometimes miss?","Deep Coral / Charcoal","Suitable for early playtesting.","Love expression."
"TD-26","Third Date","Third Date","Question","Level 2","Third Date","High","What does being seen by me bring up for you?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Direct tenderness."
"TD-27","Third Date","Third Date","Question","Level 2","Third Date","High","What do you want me to be careful with?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Consent and tenderness."
"TD-28","Third Date","Third Date","Question","Level 2","Third Date","High","What do you want me to be brave enough to ask?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Invites deeper pursuit."
"TD-29","Third Date","Third Date","Question","Level 2","Third Date","High","What is one thing we should not avoid just because it is early?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Important early clarity."
"TD-30","Third Date","Third Date","Question","Level 2","Third Date","High","What is one thing we should not force just because it is exciting?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Pacing and judgment."
"TD-31","Third Date","Third Date","Question","Level 2","Third Date","High","What would make this connection feel mutual?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Reciprocity."
"TD-32","Third Date","Third Date","Question","Level 2","Third Date","High","What would make this connection feel uneven?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Naming imbalance."
"TD-33","Third Date","Third Date","Question","Level 2","Third Date","High","How do you know when you are emotionally overextending?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Self-protection."
"TD-34","Third Date","Third Date","Question","Level 2","Third Date","High","What do you hope I understand about your past without judging it?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Compassion and context."
"TD-35","Third Date","Third Date","Question","Level 3","Third Date","High","What do you want your next relationship to do differently?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Future relationship vision."
"TD-36","Third Date","Third Date","Question","Level 3","Third Date","High","What does trust need from us in the next few weeks?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Turns depth into action."
"TD-37","Third Date","Third Date","Question","Level 3","Third Date","High","What does desire need from us in the next few weeks?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Romantic honesty."
"TD-38","Third Date","Third Date","Question","Level 3","Third Date","Medium","What does friendship need from us in the next few weeks?","Deep Coral / Charcoal","Suitable for early playtesting.","Grounding romance in friendship."
"TD-39","Third Date","Third Date","Question","Level 3","Third Date","High","What does independence need from us in the next few weeks?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Balance."
"TD-40","Third Date","Third Date","Question","Level 3","Third Date","Medium","What would be a healthy next step?","Deep Coral / Charcoal","Suitable for early playtesting.","Practical close."
"TD-41","Third Date","Third Date","Question","Level 3","Third Date","High","What would be an unhealthy next step?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Names caution."
"TD-42","Third Date","Third Date","Question","Level 3","Third Date","Medium","What are you enjoying that you do not want to overthink?","Deep Coral / Charcoal","Suitable for early playtesting.","Keeps lightness alive."
"TD-43","Third Date","Third Date","Question","Level 3","Third Date","High","What are you overthinking that you want to say plainly?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Direct communication."
"TD-44","Third Date","Third Date","Question","Level 3","Third Date","High","What is one truth you want to offer without needing an answer tonight?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Gentle vulnerability."
"TD-45","Third Date","Third Date","Question","Level 3","Third Date","High","What is one question you want answered before this goes further?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Clarity."
"TD-46","Third Date","Third Date","Question","Level 3","Third Date","Medium","What does a good beginning feel like to you?","Deep Coral / Charcoal","Suitable for early playtesting.","Defines early connection."
"TD-47","Third Date","Third Date","Question","Level 3","Third Date","Medium","What does a bad beginning teach you to notice?","Deep Coral / Charcoal","Suitable for early playtesting.","Wisdom from experience."
"TD-48","Third Date","Third Date","Question","Level 3","Third Date","Medium","What is one thing you would like us to try together?","Deep Coral / Charcoal","Suitable for early playtesting.","Future action."
"TD-49","Third Date","Third Date","Question","Level 3","Third Date","High","What would make you want to keep choosing this?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Clear desire."
"TD-50","Third Date","Third Date","Question","Level 3","Third Date","High","What should we be honest about before we leave?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Strong closing prompt."
"FRI-01","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Medium","What kind of friend are you when life gets busy?","Sky / Clay","Suitable for early playtesting.","Friendship self-awareness."
"FRI-02","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Medium","What kind of friend do you need when life gets busy?","Sky / Clay","Suitable for early playtesting.","Names support."
"FRI-03","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Low","What makes a friendship feel easy to return to?","Sky / Clay","Suitable for early playtesting.","Accessible friendship reflection."
"FRI-04","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Medium","What is one friendship you are grateful for right now?","Sky / Clay","Suitable for early playtesting.","Starts with gratitude."
"FRI-05","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","High","What is one friendship that shaped who you are?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Deep story prompt."
"FRI-06","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","High","What is something friends often misunderstand about your silence?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Care and communication."
"FRI-07","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","High","What does loyalty mean to you in friendship?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Values prompt."
"FRI-08","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Medium","What does low-maintenance friendship mean to you?","Sky / Clay","Suitable for early playtesting.","Modern friendship rhythm."
"FRI-09","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Medium","What is a small way a friend can make you feel remembered?","Sky / Clay","Suitable for early playtesting.","Concrete care."
"FRI-10","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Low","What is a friendship green flag?","Sky / Clay","Suitable for early playtesting.","Light values."
"FRI-11","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Medium","What is a friendship red flag you notice sooner now?","Sky / Clay","Suitable for early playtesting.","Boundaries."
"FRI-12","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","High","What is a friendship boundary you respect more with age?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Healthy growth."
"FRI-13","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Medium","What is something you want to get better at as a friend?","Sky / Clay","Suitable for early playtesting.","Growth without shame."
"FRI-14","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","High","What is something you wish your friends asked about more?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Being seen."
"FRI-15","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Medium","What makes you feel included without being put on the spot?","Sky / Clay","Suitable for early playtesting.","Group care."
"FRI-16","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","High","What makes you feel left out, even if no one means harm?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Direct loneliness prompt."
"FRI-17","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Low","What is a friend memory that still makes you laugh?","Sky / Clay","Suitable for early playtesting.","Playful shared story."
"FRI-18","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","High","What is a friend memory that still makes you emotional?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Deeper shared story."
"FRI-19","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","High","What is one way a friend helped you through a hard time?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Support and gratitude."
"FRI-20","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","Medium","What is one way you show up that people might miss?","Sky / Clay","Suitable for early playtesting.","Recognition."
"FRI-21","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","High","What is a friendship you would like to repair gently?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Repair with care."
"FRI-22","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","High","What is a friendship you had to release?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Loss and maturity."
"FRI-23","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","Medium","What do you miss about making friends as a child?","Sky / Clay","Suitable for early playtesting.","Nostalgia and ease."
"FRI-24","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","Medium","What do you appreciate about making friends as an adult?","Sky / Clay","Suitable for early playtesting.","Adult friendship perspective."
"FRI-25","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","Low","What is a social plan that sounds genuinely good to you?","Sky / Clay","Suitable for early playtesting.","Practical connection."
"FRI-26","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","Low","What is a social plan that drains you before it starts?","Sky / Clay","Suitable for early playtesting.","Energy and preferences."
"FRI-27","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","Medium","What should friends know about your alone time?","Sky / Clay","Suitable for early playtesting.","Autonomy and closeness."
"FRI-28","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","High","What should friends know about your anxiety, stress, or overwhelm?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Support context."
"FRI-29","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","Medium","What is one thing you want to normalize in friendships?","Sky / Clay","Suitable for early playtesting.","Cultural reflection."
"FRI-30","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","High","What is one thing you want to stop normalizing in friendships?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Boundary culture."
"FRI-31","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","Low","What is a friend tradition worth starting?","Sky / Clay","Suitable for early playtesting.","Action-oriented."
"FRI-32","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","Low","What is a friend tradition worth protecting?","Sky / Clay","Suitable for early playtesting.","Ritual and continuity."
"FRI-33","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","Low","What is one kind of message that always means a lot?","Sky / Clay","Suitable for early playtesting.","Concrete care."
"FRI-34","Friendship Edition","Friendship Edition","Question","Level 2","Friendship Edition","Medium","What is one kind of check-in that actually helps?","Sky / Clay","Suitable for early playtesting.","Support specificity."
"FRI-35","Friendship Edition","Friendship Edition","Question","Level 3","Friendship Edition","High","What is a question you would ask a friend you trust deeply?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Deep friendship prompt."
"FRI-36","Friendship Edition","Friendship Edition","Question","Level 3","Friendship Edition","Medium","What is something you want your friends to celebrate with you?","Sky / Clay","Suitable for early playtesting.","Joy and recognition."
"FRI-37","Friendship Edition","Friendship Edition","Question","Level 3","Friendship Edition","High","What is something you want your friends to sit with you in?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Care in difficulty."
"FRI-38","Friendship Edition","Friendship Edition","Question","Level 3","Friendship Edition","High","What is a friendship lesson you learned the hard way?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Story and wisdom."
"FRI-39","Friendship Edition","Friendship Edition","Question","Level 3","Friendship Edition","Medium","What is a friendship lesson you learned beautifully?","Sky / Clay","Suitable for early playtesting.","Positive wisdom."
"FRI-40","Friendship Edition","Friendship Edition","Question","Level 3","Friendship Edition","Medium","What do you hope your friends feel after time with you?","Sky / Clay","Suitable for early playtesting.","Identity and impact."
"FRI-41","Friendship Edition","Friendship Edition","Question","Level 3","Friendship Edition","High","What is one way friendship has saved you from loneliness?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Mission-aligned."
